Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
1293,,63,71,,14,269,39,42,R8,128,B-,1,0,0,0
1294,,,69,31,9,268,40,46,R8,128,A-,1,0,0,1
1295,,63,,29,12,269,38,45,R8,128,B+,1,0,0,1
1296,,71,71,31,,,39,48,R8,128,A,1,0,0,1
1297,,62,,32,1,535,40,50,R8,128,A,1,0,0,1
1298,,72,,33,1,321,40,50,R8,128,B,1,0,0,1
1299,,61,,31,27,506,39,47,R8,128,A-,1,0,0,1
1300,,62,,30,1,56,40,46,R8,128,B-,1,0,0,0
1301,,66,70,31,1,453,40,49,R8,128,A,1,0,0,1
1303,,,,31,1,535,40,51,R8,128,B,1,0,0,1
1304,,,,31,1,355,40,48,R8,128,B-,1,0,0,0
1305,,73,75,36,112,539,36,47,R8,128,B+,1,0,0,1
1306,,,68,32,131,506,33,43,R8,128,A-,1,0,0,1
1307,,63,70,31,8,519,39,47,R8,128,A,1,0,0,1
1309,,68,,30,17,444,40,48,R8,128,A,1,0,0,1
1310,,59,65,28,30,471,38,42,R8,128,A,1,0,0,1
1311,,,72,32,145,735,33,43,R8,128,A,1,0,0,1
1313,,67,56,33,34,440,37,48,R8,128,A,1,0,0,1
1314,,63,74,31,75,447,36,39,R8,128,A-,1,0,0,1
1315,,,,32,15,182,35,45,R8,128,A,1,0,0,1
1316,,70,73,32,1,506,40,50,R8,128,A,1,0,0,1
1317,,,67,30,16,415,38,43,R8,128,A,1,0,0,1
1318,,79,,33,19,308,39,50,R8,128,B,1,0,0,1
1319,,67,75,32,29,185,37,44,R8,128,A-,1,0,0,1
1320,,55,,27,5,81,39,42,R8,128,C+,1,0,0,0
1321,,,72,32,59,360,35,42,R8,128,B,1,0,0,1
1323,,61,68,,,,39,46,R8,128,A,1,0,0,1
1324,,62,65,30,1,392,40,47,R8,120,A,0,0,1,1
1325,,67,67,30,44,453,38,46,R8,128,B,1,0,0,1
1326,,64,69,,7,210,39,42,R8,128,B+,1,0,0,1
1327,,70,72,32,1,506,40,51,R8,128,A-,1,0,0,1
1328,,66,69,28,4,336,39,42,R8,128,C+,1,0,0,0
1329,,66,70,,23,350,39,49,R8,128,A-,1,0,0,1
1330,,79,78,31,2,94,40,49,R8,128,A,1,0,0,1
1331,,,,32,25,336,37,46,R8,128,A,1,0,0,1
1332,,,74,,103,376,32,44,R8,128,A-,1,0,0,1
1333,,67,,29,12,565,39,49,R8,128,B+,1,0,0,1
1334,,63,,29,9,182,39,47,R8,128,B+,1,0,0,1
1335,,68,69,31,1,275,40,51,R8,128,A-,1,0,0,1
1336,,,77,34,1,115,40,55,R8,128,A,1,0,0,1
1337,,60,,31,59,531,34,42,R8,128,B+,1,0,0,1
1338,,60,,30,1,506,40,46,R8,128,B+,1,0,0,1
1339,,,72,33,,,29,40,R8,128,C+,1,0,0,0
1350,,57,71,31,15,635,38,44,R8,220,B-,0,0,0,0
1398,,67,69,32,185,565,32,39,R8,117,A,0,0,1,1
1442,,,59,27,135,445,36,38,R8,126,B-,0,0,1,0
1534,,80,71,33,9,529,40,50,R8,128,B+,1,0,0,1
1557,,,,32,,,36,48,R8,128,A-,1,0,0,1
1623,,75,59,31,1,80,40,48,R8,128,B+,1,0,0,1
1642,,,70,30,123,445,36,41,R8,128,C,1,0,0,0
1646,,70,,34,27,398,40,54,R8,128,A,1,0,0,1
